Main;Set;Type;SampleSize;OutlierExclusion;Correlation;IndependentVariables;DV;mean;FPR;Pr
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;150;TRUE;0.2;1;2;1;0.248958333333333;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;150;TRUE;0.2;1;2;1;0.06875;1
Main = FALSE;Ma;h1=Normal, Co=Binary;150;TRUE;0.2;2;2;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;150;TRUE;0.2;2;2;1;0.359821428571429;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;150;TRUE;0.2;2;2;1;0.308441558441558;1
Main = FALSE;Ma;h1=Binary, Co=Normal;150;TRUE;0.2;1;2;0.25;0.00416666666666667;0.25
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;150;TRUE;0.2;1;2;0.75;0.179166666666667;0.75
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;150;TRUE;0.2;1;2;0.5;0.021875;0.5
Main = FALSE;Ma;h1=Binary, Co=Normal;150;TRUE;0.2;2;2;0.5;0.0285714285714286;0.5
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;150;TRUE;0.2;2;2;1;0.0786071428571429;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;150;TRUE;0.2;2;2;1;0.075974025974026;1
Main = FALSE;Ma;h1=Normal, Co=Normal;200;TRUE;0.2;1;2;0.5;0.15;0.5
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;200;TRUE;0.2;1;2;0.75;0.0802083333333333;0.75
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;200;TRUE;0.2;1;2;0.25;0.00625;0.25
Main = FALSE;Ma;h1=Normal, Co=Normal;200;TRUE;0.2;2;2;0.25;0.0107142857142857;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;200;TRUE;0.2;2;2;1;0.0776785714285714;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;200;TRUE;0.2;2;2;0.75;0.0350649350649351;0.75
Main = FALSE;Ma;h1=Binary, Co=Binary;200;TRUE;0.2;1;2;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;200;TRUE;0.2;1;2;0.75;0.140625;0.75
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;200;TRUE;0.2;1;2;0.75;0.153125;0.75
Main = FALSE;Ma;h1=Binary, Co=Binary;200;TRUE;0.2;2;2;0.25;0.0464285714285714;0.25
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;200;TRUE;0.2;2;2;1;0.234785714285714;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;200;TRUE;0.2;2;2;1;0.177922077922078;1
Main = FALSE;Ma;h1=Normal, Co=Binary;200;TRUE;0.2;1;2;0.25;0.0625;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;200;TRUE;0.2;1;2;1;0.266666666666667;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;200;TRUE;0.2;1;2;1;0.1125;1
Main = FALSE;Ma;h1=Normal, Co=Binary;200;TRUE;0.2;2;2;0.25;0.00714285714285714;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;200;TRUE;0.2;2;2;1;0.354964285714286;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;200;TRUE;0.2;2;2;1;0.482467532467532;1
Main = FALSE;Ma;h1=Binary, Co=Normal;200;TRUE;0.2;1;2;0.25;0.170833333333333;0.25
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;200;TRUE;0.2;1;2;1;0.0635416666666667;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;200;TRUE;0.2;1;2;0.5;0.034375;0.5
Main = FALSE;Ma;h1=Binary, Co=Normal;200;TRUE;0.2;2;2;0.75;0.0767857142857143;0.75
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;200;TRUE;0.2;2;2;1;0.10225;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;200;TRUE;0.2;2;2;1;0.100649350649351;1
Main = FALSE;Ma;h1=Normal, Co=Normal;250;TRUE;0.2;1;2;0.25;0.1;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;250;TRUE;0.2;1;2;1;0.151041666666667;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;250;TRUE;0.2;1;2;0.5;0.040625;0.5
Main = FALSE;Ma;h1=Normal, Co=Normal;250;TRUE;0.2;2;2;0.5;0.0357142857142857;0.5
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;250;TRUE;0.2;2;2;1;0.110785714285714;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;250;TRUE;0.2;2;2;1;0.062987012987013;1
Main = FALSE;Ma;h1=Binary, Co=Binary;250;TRUE;0.2;1;2;0.5;0.0458333333333333;0.5
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;250;TRUE;0.2;1;2;1;0.134375;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;250;TRUE;0.2;1;2;0.5;0.05;0.5
Main = FALSE;Ma;h1=Binary, Co=Binary;250;TRUE;0.2;2;2;0.25;0.0160714285714286;0.25
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;250;TRUE;0.2;2;2;1;0.237178571428571;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;250;TRUE;0.2;2;2;1;0.200649350649351;1
Main = FALSE;Ma;h1=Normal, Co=Binary;250;TRUE;0.2;1;2;0.25;0.00416666666666667;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;250;TRUE;0.2;1;2;1;0.291666666666667;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;250;TRUE;0.2;1;2;1;0.184375;1
Main = FALSE;Ma;h1=Normal, Co=Binary;250;TRUE;0.2;2;2;0.5;0.0910714285714286;0.5
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;250;TRUE;0.2;2;2;1;0.494178571428571;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;250;TRUE;0.2;2;2;1;0.483766233766234;1
Main = FALSE;Ma;h1=Binary, Co=Normal;250;TRUE;0.2;1;2;0.5;0.1375;0.5
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;250;TRUE;0.2;1;2;0.5;0.0458333333333333;0.5
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;250;TRUE;0.2;1;2;0.5;0.05625;0.5
Main = FALSE;Ma;h1=Binary, Co=Normal;250;TRUE;0.2;2;2;0.75;0.101785714285714;0.75
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;250;TRUE;0.2;2;2;0.75;0.0490714285714286;0.75
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;250;TRUE;0.2;2;2;1;0.0954545454545455;1
Main = FALSE;Ma;h1=Normal, Co=Normal;300;TRUE;0.2;1;2;0.25;0.0375;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;300;TRUE;0.2;1;2;1;0.0770833333333333;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;300;TRUE;0.2;1;2;1;0.025;1
Main = FALSE;Ma;h1=Normal, Co=Normal;300;TRUE;0.2;2;2;0.25;0.0196428571428571;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;300;TRUE;0.2;2;2;1;0.0608571428571429;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;300;TRUE;0.2;2;2;0.75;0.0974025974025974;0.75
Main = FALSE;Ma;h1=Binary, Co=Binary;300;TRUE;0.2;1;2;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;300;TRUE;0.2;1;2;1;0.280208333333333;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;300;TRUE;0.2;1;2;0.5;0.06875;0.5
Main = FALSE;Ma;h1=Binary, Co=Binary;300;TRUE;0.2;2;2;0.5;0.1125;0.5
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;300;TRUE;0.2;2;2;1;0.285;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;300;TRUE;0.2;2;2;1;0.324025974025974;1
Main = FALSE;Ma;h1=Normal, Co=Binary;300;TRUE;0.2;1;2;0.25;0.0291666666666667;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;300;TRUE;0.2;1;2;1;0.194791666666667;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;300;TRUE;0.2;1;2;1;0.16875;1
Main = FALSE;Ma;h1=Normal, Co=Binary;300;TRUE;0.2;2;2;0.25;0.00357142857142857;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;300;TRUE;0.2;2;2;1;0.48725;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;300;TRUE;0.2;2;2;1;0.493506493506494;1
Main = FALSE;Ma;h1=Binary, Co=Normal;300;TRUE;0.2;1;2;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;300;TRUE;0.2;1;2;0.75;0.0802083333333333;0.75
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;300;TRUE;0.2;1;2;0.25;0.0125;0.25
Main = FALSE;Ma;h1=Binary, Co=Normal;300;TRUE;0.2;2;2;0.25;0.00535714285714286;0.25
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;300;TRUE;0.2;2;2;1;0.138428571428571;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;300;TRUE;0.2;2;2;0.75;0.0772727272727273;0.75
Main = FALSE;CCI;h1=Normal, Co=Normal;150;TRUE;0.3;1;2;0.25;0.04375;0.25
Main = FALSE;Ma + CCI;h1=Normal, Co=Normal;150;TRUE;0.3;1;2;0.25;0.025;0.25
Main = FALSE;CCI;h1=Normal, Co=Normal;150;TRUE;0.3;2;2;0.5;0.0214285714285714;0.5
Main = FALSE;Ma + CCI;h1=Normal, Co=Normal;150;TRUE;0.3;2;2;0.5;0.0319444444444444;0.5
Main = FALSE;CCI;h1=Binary, Co=Binary;150;TRUE;0.3;1;2;0;0;0
Main = FALSE;Ma + CCI;h1=Binary, Co=Binary;150;TRUE;0.3;1;2;0;0;0
Main = FALSE;CCI;h1=Binary, Co=Binary;150;TRUE;0.3;2;2;0.25;0.0553571428571429;0.25
Main = FALSE;Ma + CCI;h1=Binary, Co=Binary;150;TRUE;0.3;2;2;0;0;0
Main = FALSE;CCI;h1=Normal, Co=Binary;150;TRUE;0.3;1;2;0.5;0.053125;0.5
Main = FALSE;Ma + CCI;h1=Normal, Co=Binary;150;TRUE;0.3;1;2;0.75;0.0303571428571429;0.75
Main = FALSE;CCI;h1=Normal, Co=Binary;150;TRUE;0.3;2;2;0.5;0.100892857142857;0.5
Main = FALSE;Ma + CCI;h1=Normal, Co=Binary;150;TRUE;0.3;2;2;0.5;0.0291666666666667;0.5
Main = FALSE;CCI;h1=Binary, Co=Normal;150;TRUE;0.3;1;2;0.25;0.075;0.25
Main = FALSE;Ma + CCI;h1=Binary, Co=Normal;150;TRUE;0.3;1;2;0;0;0
Main = FALSE;CCI;h1=Binary, Co=Normal;150;TRUE;0.3;2;2;0.5;0.00357142857142857;0.5
Main = FALSE;Ma + CCI;h1=Binary, Co=Normal;150;TRUE;0.3;2;2;0.5;0.0109126984126984;0.5
Main = FALSE;CCI;h1=Normal, Co=Normal;200;TRUE;0.3;1;2;0.5;0.08125;0.5
Main = FALSE;Ma + CCI;h1=Normal, Co=Normal;200;TRUE;0.3;1;2;0.75;0.0696428571428571;0.75
Main = FALSE;CCI;h1=Normal, Co=Normal;200;TRUE;0.3;2;2;0.75;0.0973214285714286;0.75
Main = FALSE;Ma + CCI;h1=Normal, Co=Normal;200;TRUE;0.3;2;2;0.75;0.0369047619047619;0.75
Main = FALSE;CCI;h1=Binary, Co=Binary;200;TRUE;0.3;1;2;0;0;0
Main = FALSE;Ma + CCI;h1=Binary, Co=Binary;200;TRUE;0.3;1;2;0.5;0.0142857142857143;0.5
Main = FALSE;CCI;h1=Binary, Co=Binary;200;TRUE;0.3;2;2;0.5;0.0875;0.5
Main = FALSE;Ma + CCI;h1=Binary, Co=Binary;200;TRUE;0.3;2;2;0.75;0.0942460317460317;0.75
Main = FALSE;CCI;h1=Normal, Co=Binary;200;TRUE;0.3;1;2;0.25;0.025;0.25
Main = FALSE;Ma + CCI;h1=Normal, Co=Binary;200;TRUE;0.3;1;2;0.75;0.0571428571428571;0.75
Main = FALSE;CCI;h1=Normal, Co=Binary;200;TRUE;0.3;2;2;0.5;0.0669642857142857;0.5
Main = FALSE;Ma + CCI;h1=Normal, Co=Binary;200;TRUE;0.3;2;2;0.5;0.021031746031746;0.5
Main = FALSE;CCI;h1=Binary, Co=Normal;200;TRUE;0.3;1;2;0.25;0.003125;0.25
Main = FALSE;Ma + CCI;h1=Binary, Co=Normal;200;TRUE;0.3;1;2;0.5;0.00892857142857143;0.5
Main = FALSE;CCI;h1=Binary, Co=Normal;200;TRUE;0.3;2;2;0.75;0.0303571428571429;0.75
Main = FALSE;Ma + CCI;h1=Binary, Co=Normal;200;TRUE;0.3;2;2;0.75;0.0595238095238095;0.75
Main = FALSE;CCI;h1=Normal, Co=Normal;250;TRUE;0.3;1;2;0.25;0.03125;0.25
Main = FALSE;Ma + CCI;h1=Normal, Co=Normal;250;TRUE;0.3;1;2;0.25;0.0446428571428571;0.25
Main = FALSE;CCI;h1=Normal, Co=Normal;250;TRUE;0.3;2;2;0.5;0.0589285714285714;0.5
Main = FALSE;Ma + CCI;h1=Normal, Co=Normal;250;TRUE;0.3;2;2;0.75;0.145634920634921;0.75
Main = FALSE;CCI;h1=Normal, Co=Binary;250;TRUE;0.3;1;2;0.5;0.028125;0.5
Main = FALSE;Ma + CCI;h1=Normal, Co=Binary;250;TRUE;0.3;1;2;0.5;0.0214285714285714;0.5
Main = FALSE;CCI;h1=Normal, Co=Binary;250;TRUE;0.3;2;2;0.75;0.0348214285714286;0.75
Main = FALSE;Ma + CCI;h1=Normal, Co=Binary;250;TRUE;0.3;2;2;0.5;0.0170634920634921;0.5
Main = FALSE;CCI;h1=Binary, Co=Normal;250;TRUE;0.3;1;2;0.25;0.065625;0.25
Main = FALSE;Ma + CCI;h1=Binary, Co=Normal;250;TRUE;0.3;1;2;0.75;0.0392857142857143;0.75
Main = FALSE;CCI;h1=Binary, Co=Normal;250;TRUE;0.3;2;2;1;0.215178571428571;1
Main = FALSE;Ma + CCI;h1=Binary, Co=Normal;250;TRUE;0.3;2;2;0.5;0.0428571428571429;0.5
Main = FALSE;CCI;h1=Binary, Co=Binary;250;TRUE;0.3;1;2;0.75;0.228125;0.75
Main = FALSE;Ma + CCI;h1=Binary, Co=Binary;250;TRUE;0.3;1;2;0.5;0.0482142857142857;0.5
Main = FALSE;CCI;h1=Binary, Co=Binary;250;TRUE;0.3;2;2;0.5;0.03125;0.5
Main = FALSE;Ma + CCI;h1=Binary, Co=Binary;250;TRUE;0.3;2;2;1;0.138293650793651;1
Main = FALSE;CCI;h1=Normal, Co=Normal;300;TRUE;0.3;1;2;0.75;0.071875;0.75
Main = FALSE;Ma + CCI;h1=Normal, Co=Normal;300;TRUE;0.3;1;2;0.25;0.00178571428571429;0.25
Main = FALSE;CCI;h1=Normal, Co=Normal;300;TRUE;0.3;2;2;0.25;0.126785714285714;0.25
Main = FALSE;Ma + CCI;h1=Normal, Co=Normal;300;TRUE;0.3;2;2;0.5;0.0873015873015873;0.5
Main = FALSE;CCI;h1=Binary, Co=Binary;300;TRUE;0.3;1;2;0.25;0.021875;0.25
Main = FALSE;Ma + CCI;h1=Binary, Co=Binary;300;TRUE;0.3;1;2;0.5;0.0910714285714286;0.5
Main = FALSE;CCI;h1=Binary, Co=Binary;300;TRUE;0.3;2;2;1;0.13125;1
Main = FALSE;Ma + CCI;h1=Binary, Co=Binary;300;TRUE;0.3;2;2;0.75;0.156349206349206;0.75
Main = FALSE;CCI;h1=Normal, Co=Binary;300;TRUE;0.3;1;2;0.25;0.01875;0.25
Main = FALSE;Ma + CCI;h1=Normal, Co=Binary;300;TRUE;0.3;1;2;0;0;0
Main = FALSE;CCI;h1=Normal, Co=Binary;300;TRUE;0.3;2;2;0;0;0
Main = FALSE;Ma + CCI;h1=Normal, Co=Binary;300;TRUE;0.3;2;2;0.5;0.0150793650793651;0.5
Main = FALSE;CCI;h1=Binary, Co=Normal;300;TRUE;0.3;1;2;0.5;0.20625;0.5
Main = FALSE;Ma + CCI;h1=Binary, Co=Normal;300;TRUE;0.3;1;2;0.25;0.00892857142857143;0.25
Main = FALSE;CCI;h1=Binary, Co=Normal;300;TRUE;0.3;2;2;0.75;0.0464285714285714;0.75
Main = FALSE;Ma + CCI;h1=Binary, Co=Normal;300;TRUE;0.3;2;2;0.25;0.106944444444444;0.25
Main = FALSE;Ma;h1=Binary, Co=Normal;150;TRUE;0.3;1;2;0.5;0.0208333333333333;0.5
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;150;TRUE;0.3;1;2;1;0.0729166666666667;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;150;TRUE;0.3;1;2;1;0.053125;1
Main = FALSE;Ma;h1=Binary, Co=Normal;150;TRUE;0.3;2;2;0.5;0.0214285714285714;0.5
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;150;TRUE;0.3;2;2;1;0.0990714285714286;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;150;TRUE;0.3;2;2;1;0.0928571428571429;1
Main = FALSE;Ma;h1=Normal, Co=Normal;150;TRUE;0.3;1;2;0.25;0.0125;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;150;TRUE;0.3;1;2;0.75;0.05;0.75
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;150;TRUE;0.3;1;2;0.5;0.05625;0.5
Main = FALSE;Ma;h1=Normal, Co=Normal;150;TRUE;0.3;2;2;0.5;0.0285714285714286;0.5
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;150;TRUE;0.3;2;2;1;0.241035714285714;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;150;TRUE;0.3;2;2;0.75;0.0603896103896104;0.75
Main = FALSE;Ma;h1=Binary, Co=Binary;150;TRUE;0.3;1;2;0.75;0.025;0.75
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;150;TRUE;0.3;1;2;1;0.125;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;150;TRUE;0.3;1;2;1;0.15;1
Main = FALSE;Ma;h1=Binary, Co=Binary;150;TRUE;0.3;2;2;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;150;TRUE;0.3;2;2;1;0.346142857142857;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;150;TRUE;0.3;2;2;1;0.335064935064935;1
Main = FALSE;Ma;h1=Normal, Co=Binary;150;TRUE;0.3;1;2;0.75;0.0958333333333333;0.75
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;150;TRUE;0.3;1;2;1;0.289583333333333;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;150;TRUE;0.3;1;2;1;0.259375;1
Main = FALSE;Ma;h1=Normal, Co=Binary;150;TRUE;0.3;2;2;0.5;0.0785714285714286;0.5
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;150;TRUE;0.3;2;2;1;0.45925;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;150;TRUE;0.3;2;2;1;0.564285714285714;1
Main = FALSE;Ma;h1=Normal, Co=Normal;200;TRUE;0.3;1;2;0.5;0.0166666666666667;0.5
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;200;TRUE;0.3;1;2;1;0.046875;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;200;TRUE;0.3;1;2;1;0.053125;1
Main = FALSE;Ma;h1=Normal, Co=Normal;200;TRUE;0.3;2;2;0.5;0.0535714285714286;0.5
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;200;TRUE;0.3;2;2;1;0.143714285714286;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;200;TRUE;0.3;2;2;1;0.142207792207792;1
Main = FALSE;Ma;h1=Normal, Co=Binary;200;TRUE;0.3;1;2;0.25;0.0166666666666667;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;200;TRUE;0.3;1;2;1;0.323958333333333;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;200;TRUE;0.3;1;2;1;0.2375;1
Main = FALSE;Ma;h1=Normal, Co=Binary;200;TRUE;0.3;2;2;0.5;0.0232142857142857;0.5
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;200;TRUE;0.3;2;2;1;0.531357142857143;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;200;TRUE;0.3;2;2;1;0.62987012987013;1
Main = FALSE;Ma;h1=Binary, Co=Binary;200;TRUE;0.3;1;2;0.5;0.1125;0.5
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;200;TRUE;0.3;1;2;0.75;0.0833333333333333;0.75
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;200;TRUE;0.3;1;2;0.75;0.08125;0.75
Main = FALSE;Ma;h1=Binary, Co=Binary;200;TRUE;0.3;2;2;0.25;0.0107142857142857;0.25
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;200;TRUE;0.3;2;2;1;0.409428571428571;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;200;TRUE;0.3;2;2;1;0.29025974025974;1
Main = FALSE;Ma;h1=Binary, Co=Normal;200;TRUE;0.3;1;2;0.5;0.125;0.5
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;200;TRUE;0.3;1;2;0.75;0.105208333333333;0.75
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;200;TRUE;0.3;1;2;0.75;0.071875;0.75
Main = FALSE;Ma;h1=Binary, Co=Normal;200;TRUE;0.3;2;2;0.25;0.0964285714285714;0.25
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;200;TRUE;0.3;2;2;1;0.0771785714285714;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;200;TRUE;0.3;2;2;1;0.0584415584415584;1
Main = FALSE;Ma;h1=Normal, Co=Normal;250;TRUE;0.3;1;2;0.25;0.0875;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;250;TRUE;0.3;1;2;1;0.110416666666667;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;250;TRUE;0.3;1;2;0.25;0.028125;0.25
Main = FALSE;Ma;h1=Normal, Co=Normal;250;TRUE;0.3;2;2;0.75;0.0625;0.75
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;250;TRUE;0.3;2;2;1;0.0475357142857143;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;250;TRUE;0.3;2;2;1;0.266233766233766;1
Main = FALSE;Ma;h1=Binary, Co=Binary;250;TRUE;0.3;1;2;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;250;TRUE;0.3;1;2;1;0.246875;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;250;TRUE;0.3;1;2;1;0.115625;1
Main = FALSE;Ma;h1=Binary, Co=Binary;250;TRUE;0.3;2;2;0.5;0.0357142857142857;0.5
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;250;TRUE;0.3;2;2;1;0.302678571428571;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;250;TRUE;0.3;2;2;1;0.377922077922078;1
Main = FALSE;Ma;h1=Normal, Co=Binary;250;TRUE;0.3;1;2;0;0;0
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;250;TRUE;0.3;1;2;1;0.377083333333333;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;250;TRUE;0.3;1;2;1;0.215625;1
Main = FALSE;Ma;h1=Normal, Co=Binary;250;TRUE;0.3;2;2;0.25;0.0589285714285714;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;250;TRUE;0.3;2;2;1;0.607785714285714;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;250;TRUE;0.3;2;2;1;0.588311688311688;1
Main = FALSE;Ma;h1=Binary, Co=Normal;250;TRUE;0.3;1;2;0.25;0.0958333333333333;0.25
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;250;TRUE;0.3;1;2;0.5;0.034375;0.5
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;250;TRUE;0.3;1;2;0.5;0.05625;0.5
Main = FALSE;Ma;h1=Binary, Co=Normal;250;TRUE;0.3;2;2;0.5;0.0142857142857143;0.5
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;250;TRUE;0.3;2;2;0.75;0.117785714285714;0.75
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;250;TRUE;0.3;2;2;1;0.111688311688312;1
Main = FALSE;Ma;h1=Normal, Co=Normal;300;TRUE;0.3;1;2;0.75;0.0666666666666667;0.75
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;300;TRUE;0.3;1;2;1;0.046875;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;300;TRUE;0.3;1;2;1;0.0625;1
Main = FALSE;Ma;h1=Normal, Co=Normal;300;TRUE;0.3;2;2;0.75;0.0482142857142857;0.75
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Normal;300;TRUE;0.3;2;2;1;0.208535714285714;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Normal;300;TRUE;0.3;2;2;0.75;0.0701298701298701;0.75
Main = FALSE;Ma;h1=Binary, Co=Binary;300;TRUE;0.3;1;2;0.5;0.0833333333333333;0.5
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;300;TRUE;0.3;1;2;1;0.176041666666667;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;300;TRUE;0.3;1;2;0.75;0.240625;0.75
Main = FALSE;Ma;h1=Binary, Co=Binary;300;TRUE;0.3;2;2;0.75;0.0696428571428571;0.75
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Binary;300;TRUE;0.3;2;2;1;0.41275;1
Main = FALSE;HCI + CCI;h1=Binary, Co=Binary;300;TRUE;0.3;2;2;1;0.453246753246753;1
Main = FALSE;Ma;h1=Normal, Co=Binary;300;TRUE;0.3;1;2;0.25;0.0208333333333333;0.25
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;300;TRUE;0.3;1;2;1;0.366666666666667;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;300;TRUE;0.3;1;2;1;0.2375;1
Main = FALSE;Ma;h1=Normal, Co=Binary;300;TRUE;0.3;2;2;0.75;0.0875;0.75
Main = FALSE;Ma + HCI + CCI;h1=Normal, Co=Binary;300;TRUE;0.3;2;2;1;0.608678571428571;1
Main = FALSE;HCI + CCI;h1=Normal, Co=Binary;300;TRUE;0.3;2;2;1;0.62987012987013;1
Main = FALSE;Ma;h1=Binary, Co=Normal;300;TRUE;0.3;1;2;0.75;0.0666666666666667;0.75
Main = FALSE;Ma + HCI + CCI;h1=Binary, Co=Normal;300;TRUE;0.3;1;2;0.75;0.0166666666666667;0.75
Main = FALSE;HCI + CCI;h1=Binary, Co=Normal;300;TRUE;0.3;1;2;0.5;0.009375;0.5
Main = FALSE;Ma;h1=Binary, Co=Normal;300;TRUE;0.3;2;2;0.75;0.0910714285714286;0.75
